source_id,title,description,requirements,company_name,location,salary_range,is_dataset_job
620,Veterinary Technician,"Assist veterinarians with animal care and medical procedures
Industry: Animal Services",Veterinary Medicine; Animal Handling; Medical Equipment; Patient Care; Attention to Detail,__DATASET__::Animal Services,Unknown,Average paying,True
621,File Clerk,"Organize and maintain filing systems and records
Industry: Business Services",Filing Systems; Organization; Attention to Detail; Data Entry; Record Keeping,__DATASET__::Business Services,Unknown,Low paying,True
622,Ticket Taker,"Collect tickets and direct patrons at entertainment venues
Industry: Entertainment",Customer Service; Crowd Management; Attention to Detail; Communication; Standing,__DATASET__::Entertainment,Unknown,Low paying,True
623,Concession Stand Worker,"Sell food and beverages at entertainment venues
Industry: Food Service",Food Service; Cash Handling; Customer Service; Inventory Management; Teamwork,__DATASET__::Food Service,Unknown,Low paying,True
624,Usher,"Guide and assist patrons at theaters and entertainment venues
Industry: Entertainment",Customer Service; Crowd Management; Communication; Physical Activity; Attention to Detail,__DATASET__::Entertainment,Unknown,Low paying,True
625,Groundskeeper,"Maintain outdoor grounds and facilities
Industry: Landscaping",Landscaping; Equipment Operation; Physical Labor; Attention to Detail; Weather Tolerance,__DATASET__::Landscaping,Unknown,Low paying,True
626,Laundry Attendant,"Operate laundry equipment and fold clothing
Industry: Personal Services",Laundry Operations; Equipment Operation; Attention to Detail; Physical Stamina; Time Management,__DATASET__::Personal Services,Unknown,Low paying,True
627,Car Wash Attendant,"Clean vehicles using various cleaning techniques
Industry: Automotive",Vehicle Cleaning; Physical Labor; Attention to Detail; Customer Service; Teamwork,__DATASET__::Automotive,Unknown,Low paying,True
628,Grocery Store Clerk,"Stock shelves and assist customers in grocery stores
Industry: Retail",Inventory Management; Customer Service; Physical Labor; Attention to Detail; Teamwork,__DATASET__::Retail,Unknown,Low paying,True
629,Fast Food Worker,"Prepare and serve food in fast-food restaurants
Industry: Food Service",Food Preparation; Customer Service; Speed; Teamwork; Sanitation,__DATASET__::Food Service,Unknown,Low paying,True
630,Movie Theater Attendant,"Assist customers and maintain theater facilities
Industry: Entertainment",Customer Service; Cleaning; Crowd Management; Communication; Physical Activity,__DATASET__::Entertainment,Unknown,Low paying,True
631,Newspaper Delivery,"Deliver newspapers to subscribers
Industry: Media & Publishing",Driving/Cycling; Route Management; Time Management; Physical Activity; Reliability,__DATASET__::Media & Publishing,Unknown,Low paying,True
632,Pet Groomer,"Provide grooming services for pets
Industry: Pet Services",Animal Handling; Grooming Techniques; Customer Service; Patience; Physical Stamina,__DATASET__::Pet Services,Unknown,Low paying,True
633,Furniture Mover,"Transport furniture and household items
Industry: Moving Services",Physical Strength; Lifting Techniques; Customer Service; Teamwork; Problem Solving,__DATASET__::Moving Services,Unknown,Low paying,True
634,Valet Parking Attendant,"Park and retrieve vehicles for customers
Industry: Hospitality",Driving Skills; Customer Service; Physical Activity; Attention to Detail; Time Management,__DATASET__::Hospitality,Unknown,Low paying,True
635,Tour Guide,"Lead tours and provide information to visitors
Industry: Tourism",Public Speaking; Local Knowledge; Customer Service; Communication; Walking/Standing,__DATASET__::Tourism,Unknown,Low paying,True
636,Amusement Park Attendant,"Operate rides and assist guests at amusement parks
Industry: Recreation",Safety Procedures; Customer Service; Equipment Operation; Physical Activity; Attention to Detail,__DATASET__::Recreation,Unknown,Low paying,True
637,Golf Course Maintenance,"Maintain golf course grounds and facilities
Industry: Recreation",Landscaping; Equipment Operation; Physical Labor; Attention to Detail; Early Hours,__DATASET__::Recreation,Unknown,Low paying,True
638,Lifeguard,"Monitor swimming areas and ensure safety of swimmers
Industry: Recreation",Swimming Skills; CPR/First Aid; Safety Awareness; Physical Fitness; Vigilance,__DATASET__::Recreation,Unknown,Low paying,True
639,Ski Lift Operator,"Operate ski lifts and assist skiers
Industry: Recreation",Equipment Operation; Customer Service; Safety Procedures; Physical Activity; Weather Tolerance,__DATASET__::Recreation,Unknown,Low paying,True
640,Boat Rental Attendant,"Rent boats and provide safety instructions
Industry: Recreation",Boating Knowledge; Customer Service; Safety Procedures; Physical Activity; Communication,__DATASET__::Recreation,Unknown,Low paying,True
641,Senior Quality Engineer,"Lead quality assurance programs and process improvements
Industry: Manufacturing",Quality Management; Statistical Analysis; Process Improvement; Leadership; Compliance,__DATASET__::Manufacturing,Unknown,High paying,True
642,Director of Operations,"Oversee operational excellence and strategic initiatives
Industry: Business Services",Operations Management; Strategic Planning; Leadership; Process Optimization; P&L Management,__DATASET__::Business Services,Unknown,High paying,True
643,Principal UX Designer,"Lead user experience design for complex digital products
Industry: Technology",UX Design; Design Systems; User Research; Prototyping; Design Leadership,__DATASET__::Technology,Unknown,High paying,True
644,Senior Research Scientist,"Conduct advanced research and lead scientific projects
Industry: Science & Research",Research Methodology; Scientific Analysis; Grant Writing; Team Leadership; Publication,__DATASET__::Science & Research,Unknown,High paying,True
645,Chief Technology Officer,"Define technology vision and lead engineering organizations
Industry: Executive Leadership",Technology Strategy; Engineering Leadership; Innovation; Digital Transformation; Executive Management,__DATASET__::Executive Leadership,Unknown,High paying,True
646,Investment Banking Director,"Lead M&A transactions and client relationships
Industry: Finance",Corporate Finance; Deal Structuring; Client Management; Team Leadership; Financial Modeling,__DATASET__::Finance,Unknown,High paying,True
647,Chief Operating Officer,"Oversee all operational aspects of the organization
Industry: Executive Leadership",Operations Strategy; Executive Leadership; Process Optimization; Change Management; P&L Management,__DATASET__::Executive Leadership,Unknown,High paying,True
648,Senior Tax Manager,"Manage complex tax planning and compliance for corporations
Industry: Finance",Tax Strategy; Corporate Tax; Regulatory Compliance; Team Leadership; Financial Planning,__DATASET__::Finance,Unknown,High paying,True
649,Principal Solutions Architect,"Design enterprise-level technical solutions
Industry: Technology",Solution Architecture; Technical Leadership; Client Consulting; System Integration; Innovation,__DATASET__::Technology,Unknown,High paying,True
650,VP of Sales,"Lead sales organization and revenue growth strategies
Industry: Sales",Sales Leadership; Revenue Strategy; Team Building; Market Development; Executive Presence,__DATASET__::Sales,Unknown,High paying,True
651,Digital Product Manager,"Manage digital product development and user experience
Industry: Technology",Product Management; Digital Strategy; User Experience; Agile Development; Analytics,__DATASET__::Technology,Unknown,Average paying,True
652,Brand Manager,"Develop and execute brand strategies and campaigns
Industry: Marketing",Brand Management; Marketing Strategy; Campaign Development; Market Research; Creative Direction,__DATASET__::Marketing,Unknown,Average paying,True
653,Compensation Analyst,"Analyze and design employee compensation programs
Industry: Human Resources",Compensation Analysis; HR Analytics; Market Research; Statistical Analysis; Excel,__DATASET__::Human Resources,Unknown,Average paying,True
654,Network Engineer,"Design and maintain network infrastructure
Industry: Technology",Network Engineering; Cisco Technologies; Troubleshooting; Security; Documentation,__DATASET__::Technology,Unknown,Average paying,True
655,Training Manager,"Develop and oversee organizational training programs
Industry: Human Resources",Training Management; Curriculum Development; Adult Learning; Team Leadership; Assessment,__DATASET__::Human Resources,Unknown,Average paying,True
656,Business Operations Analyst,"Analyze business operations and recommend improvements
Industry: Business Services",Operations Analysis; Process Mapping; Data Analysis; Project Management; Communication,__DATASET__::Business Services,Unknown,Average paying,True
657,Email Marketing Specialist,"Develop and execute email marketing campaigns
Industry: Marketing",Email Marketing; Marketing Automation; A/B Testing; Analytics; Creative Writing,__DATASET__::Marketing,Unknown,Average paying,True
658,Application Support Analyst,"Provide support for business applications and systems
Industry: Technology",Application Support; Troubleshooting; SQL; Business Analysis; Customer Service,__DATASET__::Technology,Unknown,Average paying,True
